hour,datetime,p_import_mw,p_export_mw,p_dg_mw,p_ely_mw,p_fc_mw,soc_mwh,strategy
3138,2022-05-11 18:00:00,0.77,0.00,0.00,0.00,0.00,4.26,IMPORT
3139,2022-05-11 19:00:00,1.48,0.00,0.00,0.00,0.00,4.26,IMPORT
3140,2022-05-11 20:00:00,0.92,0.00,0.00,0.00,1.12,2.40,IMPORT+FC
3141,2022-05-11 21:00:00,0.14,0.00,0.00,0.00,0.00,2.40,IMPORT
3142,2022-05-11 22:00:00,0.89,0.00,0.00,0.00,1.44,0.00,IMPORT+FC
3143,2022-05-11 23:00:00,0.00,2.63,0.00,0.00,0.00,0.00,EXPORT
3144,2022-05-12 00:00:00,0.00,3.60,0.00,0.00,0.00,0.00,EXPORT
3145,2022-05-12 01:00:00,0.00,1.90,0.00,0.00,0.00,0.00,EXPORT
3146,2022-05-12 02:00:00,0.00,2.37,0.00,0.00,0.00,0.00,EXPORT
3147,2022-05-12 03:00:00,0.00,1.19,0.00,0.00,0.00,0.00,EXPORT
3148,2022-05-12 04:00:00,0.00,0.34,0.00,0.00,0.00,0.00,EXPORT
3149,2022-05-12 05:00:00,0.00,2.74,0.00,0.00,0.00,0.00,EXPORT
3150,2022-05-12 06:00:00,0.00,1.59,0.00,0.00,0.00,0.00,EXPORT
3151,2022-05-12 07:00:00,0.00,3.11,0.00,0.00,0.00,0.00,EXPORT
3152,2022-05-12 08:00:00,0.00,7.27,0.00,0.00,0.00,0.00,EXPORT
3153,2022-05-12 09:00:00,0.00,10.17,0.00,0.00,0.00,0.00,EXPORT
3154,2022-05-12 10:00:00,0.00,10.31,0.00,0.00,0.00,0.00,EXPORT
3155,2022-05-12 11:00:00,0.00,5.53,0.00,3.14,0.00,2.20,EXPORT+ELY
3156,2022-05-12 12:00:00,0.00,4.67,0.00,7.00,0.00,7.10,EXPORT+ELY
3157,2022-05-12 13:00:00,0.00,4.54,0.00,7.00,0.00,12.00,EXPORT+ELY
3158,2022-05-12 14:00:00,0.00,9.07,0.00,0.00,0.00,12.00,EXPORT
3159,2022-05-12 15:00:00,0.00,8.44,0.00,0.00,0.00,12.00,EXPORT
3160,2022-05-12 16:00:00,0.00,3.64,0.00,0.00,0.00,12.00,EXPORT
3161,2022-05-12 17:00:00,0.00,1.72,0.00,0.00,0.00,12.00,EXPORT
3162,2022-05-12 18:00:00,0.00,2.40,0.00,0.00,0.00,12.00,EXPORT
3163,2022-05-12 19:00:00,0.00,0.00,0.00,0.00,1.11,10.15,FC
3164,2022-05-12 20:00:00,0.09,0.00,0.00,0.00,0.00,10.15,RES
3165,2022-05-12 21:00:00,0.00,2.11,0.00,0.00,0.00,10.15,EXPORT
3166,2022-05-12 22:00:00,0.00,4.40,0.00,0.00,0.00,10.15,EXPORT
3167,2022-05-12 23:00:00,0.00,2.50,0.00,0.00,0.00,10.15,EXPORT
3168,2022-05-13 00:00:00,0.00,1.47,0.00,0.00,0.00,10.15,EXPORT
3169,2022-05-13 01:00:00,0.00,1.15,0.00,1.27,0.00,11.04,EXPORT+ELY
3170,2022-05-13 02:00:00,0.00,0.00,0.00,1.37,0.00,12.00,ELY
3171,2022-05-13 03:00:00,0.00,0.84,0.00,0.00,0.00,12.00,EXPORT
3172,2022-05-13 04:00:00,1.20,0.00,0.00,0.00,0.00,12.00,IMPORT
3173,2022-05-13 05:00:00,1.86,0.00,0.00,0.00,0.00,12.00,IMPORT
3174,2022-05-13 06:00:00,2.75,0.00,0.00,0.00,0.00,12.00,IMPORT
3175,2022-05-13 07:00:00,0.86,0.00,0.00,0.00,2.84,7.26,IMPORT+FC
3176,2022-05-13 08:00:00,2.37,0.00,0.00,0.00,0.00,7.26,IMPORT
3177,2022-05-13 09:00:00,0.84,0.00,0.00,0.00,0.00,7.26,IMPORT
3178,2022-05-13 10:00:00,3.96,0.00,0.00,0.00,0.00,7.26,IMPORT
3179,2022-05-13 11:00:00,1.91,0.00,0.00,0.00,0.00,7.26,IMPORT
3180,2022-05-13 12:00:00,2.14,0.00,0.00,0.00,0.00,7.26,IMPORT
3181,2022-05-13 13:00:00,1.76,0.00,0.00,0.00,0.00,7.26,IMPORT
3182,2022-05-13 14:00:00,0.00,0.82,0.00,0.00,0.00,7.26,EXPORT
3183,2022-05-13 15:00:00,3.24,0.00,0.00,0.00,0.00,7.26,IMPORT
3184,2022-05-13 16:00:00,4.81,0.00,0.00,0.00,0.00,7.26,IMPORT
3185,2022-05-13 17:00:00,5.40,0.00,0.00,0.00,0.00,7.26,IMPORT
3186,2022-05-13 18:00:00,4.95,0.00,0.00,0.00,0.00,7.26,IMPORT
3187,2022-05-13 19:00:00,5.61,0.00,0.00,0.00,0.00,7.26,IMPORT
3188,2022-05-13 20:00:00,3.91,0.00,0.00,0.00,0.00,7.26,IMPORT
3189,2022-05-13 21:00:00,2.75,0.00,0.00,0.00,0.00,7.26,IMPORT
3190,2022-05-13 22:00:00,5.72,0.00,0.00,0.00,0.00,7.26,IMPORT
3191,2022-05-13 23:00:00,7.93,0.00,0.00,0.00,0.00,7.26,IMPORT
3192,2022-05-14 00:00:00,2.27,0.00,0.00,0.00,0.00,7.26,IMPORT
3193,2022-05-14 01:00:00,2.36,0.00,0.00,0.00,0.00,7.26,IMPORT
3194,2022-05-14 02:00:00,1.92,0.00,0.00,0.00,0.00,7.26,IMPORT
3195,2022-05-14 03:00:00,2.50,0.00,0.00,0.00,0.00,7.26,IMPORT
3196,2022-05-14 04:00:00,6.82,0.00,0.00,0.00,0.00,7.26,IMPORT
3197,2022-05-14 05:00:00,4.70,0.00,0.00,0.00,0.00,7.26,IMPORT
3198,2022-05-14 06:00:00,4.95,0.00,0.00,0.00,0.00,7.26,IMPORT
3199,2022-05-14 07:00:00,3.54,0.00,0.00,0.00,0.00,7.26,IMPORT
3200,2022-05-14 08:00:00,3.25,0.00,0.00,0.00,0.00,7.26,IMPORT
3201,2022-05-14 09:00:00,7.26,0.00,0.00,0.00,0.00,7.26,IMPORT
3202,2022-05-14 10:00:00,5.35,0.00,0.00,0.00,0.00,7.26,IMPORT
3203,2022-05-14 11:00:00,3.06,0.00,0.00,0.00,0.00,7.26,IMPORT
3204,2022-05-14 12:00:00,3.30,0.00,0.00,0.00,0.00,7.26,IMPORT
3205,2022-05-14 13:00:00,2.65,0.00,0.00,0.00,0.00,7.26,IMPORT
3206,2022-05-14 14:00:00,2.76,0.00,0.00,0.00,0.00,7.26,IMPORT
3207,2022-05-14 15:00:00,3.36,0.00,0.00,0.00,0.00,7.26,IMPORT
3208,2022-05-14 16:00:00,5.11,0.00,0.00,0.00,0.00,7.26,IMPORT
3209,2022-05-14 17:00:00,6.41,0.00,0.00,0.00,0.00,7.26,IMPORT
3210,2022-05-14 18:00:00,4.13,0.00,0.00,0.00,0.00,7.26,IMPORT
3211,2022-05-14 19:00:00,2.82,0.00,0.00,0.00,0.00,7.26,IMPORT
3212,2022-05-14 20:00:00,0.22,0.00,0.00,0.00,1.23,5.22,IMPORT+FC
3213,2022-05-14 21:00:00,2.34,0.00,0.00,0.00,1.51,2.71,IMPORT+FC
3214,2022-05-14 22:00:00,1.53,0.00,0.00,0.00,1.62,0.00,IMPORT+FC
3215,2022-05-14 23:00:00,3.48,0.00,0.00,0.00,0.00,0.00,IMPORT
3216,2022-05-15 00:00:00,2.30,0.00,0.00,0.00,0.00,0.00,IMPORT
3217,2022-05-15 01:00:00,3.06,0.00,0.00,0.00,0.00,0.00,IMPORT
3218,2022-05-15 02:00:00,4.65,0.00,0.00,0.00,0.00,0.00,IMPORT
3219,2022-05-15 03:00:00,5.25,0.00,0.00,0.00,0.00,0.00,IMPORT
3220,2022-05-15 04:00:00,6.14,0.00,0.00,0.00,0.00,0.00,IMPORT
3221,2022-05-15 05:00:00,6.45,0.00,0.00,0.00,0.00,0.00,IMPORT
3222,2022-05-15 06:00:00,4.53,0.00,0.00,0.00,0.00,0.00,IMPORT
3223,2022-05-15 07:00:00,3.56,0.00,0.00,0.00,0.00,0.00,IMPORT
3224,2022-05-15 08:00:00,3.72,0.00,0.00,0.00,0.00,0.00,IMPORT
3225,2022-05-15 09:00:00,4.39,0.00,0.00,0.00,0.00,0.00,IMPORT
3226,2022-05-15 10:00:00,4.21,0.00,0.00,0.00,0.00,0.00,IMPORT
3227,2022-05-15 11:00:00,2.63,0.00,0.00,0.00,0.00,0.00,IMPORT
3228,2022-05-15 12:00:00,3.41,0.00,0.00,0.00,0.00,0.00,IMPORT
3229,2022-05-15 13:00:00,2.94,0.00,0.00,0.00,0.00,0.00,IMPORT
3230,2022-05-15 14:00:00,4.75,0.00,0.00,0.00,0.00,0.00,IMPORT
3231,2022-05-15 15:00:00,3.25,0.00,0.00,0.00,0.00,0.00,IMPORT
3232,2022-05-15 16:00:00,3.83,0.00,0.00,0.00,0.00,0.00,IMPORT
3233,2022-05-15 17:00:00,6.58,0.00,0.00,0.00,0.00,0.00,IMPORT
3234,2022-05-15 18:00:00,3.90,0.00,0.00,0.00,0.00,0.00,IMPORT
3235,2022-05-15 19:00:00,3.65,0.00,0.00,0.00,0.00,0.00,IMPORT
3236,2022-05-15 20:00:00,4.68,0.00,0.00,0.00,0.00,0.00,IMPORT
3237,2022-05-15 21:00:00,3.00,0.00,0.00,0.00,0.00,0.00,IMPORT
3238,2022-05-15 22:00:00,4.16,0.00,0.00,0.00,0.00,0.00,IMPORT
3239,2022-05-15 23:00:00,6.44,0.00,0.00,0.00,0.00,0.00,IMPORT
3240,2022-05-16 00:00:00,3.68,0.00,0.00,0.00,0.00,0.00,IMPORT
3241,2022-05-16 01:00:00,4.04,0.00,0.00,0.00,0.00,0.00,IMPORT
3242,2022-05-16 02:00:00,4.81,0.00,0.00,0.00,0.00,0.00,IMPORT
3243,2022-05-16 03:00:00,4.02,0.00,0.00,0.00,0.00,0.00,IMPORT
3244,2022-05-16 04:00:00,4.12,0.00,0.00,0.00,0.00,0.00,IMPORT
3245,2022-05-16 05:00:00,5.51,0.00,0.00,0.00,0.00,0.00,IMPORT
3246,2022-05-16 06:00:00,4.42,0.00,0.00,0.00,0.00,0.00,IMPORT
3247,2022-05-16 07:00:00,2.97,0.00,0.00,0.00,0.00,0.00,IMPORT
3248,2022-05-16 08:00:00,5.55,0.00,0.00,0.00,0.00,0.00,IMPORT
3249,2022-05-16 09:00:00,4.94,0.00,0.00,0.00,0.00,0.00,IMPORT
3250,2022-05-16 10:00:00,6.25,0.00,0.00,0.00,0.00,0.00,IMPORT
3251,2022-05-16 11:00:00,1.86,0.00,0.00,0.00,0.00,0.00,IMPORT
3252,2022-05-16 12:00:00,3.41,0.00,0.00,0.00,0.00,0.00,IMPORT
3253,2022-05-16 13:00:00,4.46,0.00,0.00,0.00,0.00,0.00,IMPORT
3254,2022-05-16 14:00:00,2.99,0.00,0.00,0.00,0.00,0.00,IMPORT
3255,2022-05-16 15:00:00,4.02,0.00,0.00,0.00,0.00,0.00,IMPORT
3256,2022-05-16 16:00:00,3.37,0.00,0.00,0.00,0.00,0.00,IMPORT
3257,2022-05-16 17:00:00,1.58,0.00,0.00,0.00,0.00,0.00,IMPORT
3258,2022-05-16 18:00:00,4.55,0.00,0.00,0.00,0.00,0.00,IMPORT
3259,2022-05-16 19:00:00,0.78,0.00,0.00,0.00,0.00,0.00,IMPORT
3260,2022-05-16 20:00:00,2.84,0.00,0.00,0.00,0.00,0.00,IMPORT
3261,2022-05-16 21:00:00,2.23,0.00,0.00,0.00,0.00,0.00,IMPORT
3262,2022-05-16 22:00:00,4.25,0.00,0.00,0.00,0.00,0.00,IMPORT
3263,2022-05-16 23:00:00,3.10,0.00,0.00,0.00,0.00,0.00,IMPORT
3264,2022-05-17 00:00:00,4.14,0.00,0.00,0.00,0.00,0.00,IMPORT
3265,2022-05-17 01:00:00,3.27,0.00,0.00,0.00,0.00,0.00,IMPORT
3266,2022-05-17 02:00:00,3.03,0.00,0.00,0.00,0.00,0.00,IMPORT
3267,2022-05-17 03:00:00,4.00,0.00,0.00,0.00,0.00,0.00,IMPORT
3268,2022-05-17 04:00:00,4.35,0.00,0.00,0.00,0.00,0.00,IMPORT
3269,2022-05-17 05:00:00,6.68,0.00,0.00,0.00,0.00,0.00,IMPORT
3270,2022-05-17 06:00:00,5.43,0.00,0.00,0.00,0.00,0.00,IMPORT
3271,2022-05-17 07:00:00,4.69,0.00,0.00,0.00,0.00,0.00,IMPORT
3272,2022-05-17 08:00:00,8.82,0.00,0.00,0.00,0.00,0.00,IMPORT
3273,2022-05-17 09:00:00,5.49,0.00,0.00,0.00,0.00,0.00,IMPORT
3274,2022-05-17 10:00:00,6.36,0.00,0.00,0.00,0.00,0.00,IMPORT
3275,2022-05-17 11:00:00,5.74,0.00,0.00,0.00,0.00,0.00,IMPORT
3276,2022-05-17 12:00:00,6.53,0.00,0.00,0.00,0.00,0.00,IMPORT
3277,2022-05-17 13:00:00,5.79,0.00,0.00,0.00,0.00,0.00,IMPORT
3278,2022-05-17 14:00:00,7.04,0.00,0.00,0.00,0.00,0.00,IMPORT
3279,2022-05-17 15:00:00,4.00,0.00,0.00,0.00,0.00,0.00,IMPORT
3280,2022-05-17 16:00:00,6.95,0.00,0.00,0.00,0.00,0.00,IMPORT
3281,2022-05-17 17:00:00,5.45,0.00,0.00,0.00,0.00,0.00,IMPORT
3282,2022-05-17 18:00:00,4.39,0.00,0.00,0.00,0.00,0.00,IMPORT
3283,2022-05-17 19:00:00,2.83,0.00,0.00,0.00,0.00,0.00,IMPORT
3284,2022-05-17 20:00:00,2.59,0.00,0.00,0.00,0.00,0.00,IMPORT
3285,2022-05-17 21:00:00,2.88,0.00,0.00,0.00,0.00,0.00,IMPORT
3286,2022-05-17 22:00:00,2.30,0.00,0.00,0.00,0.00,0.00,IMPORT
3287,2022-05-17 23:00:00,5.62,0.00,0.00,0.00,0.00,0.00,IMPORT
3288,2022-05-18 00:00:00,2.72,0.00,0.00,0.00,0.00,0.00,IMPORT
3289,2022-05-18 01:00:00,4.58,0.00,0.00,0.00,0.00,0.00,IMPORT
3290,2022-05-18 02:00:00,5.20,0.00,0.00,0.00,0.00,0.00,IMPORT
3291,2022-05-18 03:00:00,2.30,0.00,0.00,0.00,0.00,0.00,IMPORT
3292,2022-05-18 04:00:00,3.64,0.00,0.00,0.00,0.00,0.00,IMPORT
3293,2022-05-18 05:00:00,3.88,0.00,0.00,0.00,0.00,0.00,IMPORT
3294,2022-05-18 06:00:00,1.68,0.00,0.00,0.00,0.00,0.00,IMPORT
3295,2022-05-18 07:00:00,3.65,0.00,0.00,0.00,0.00,0.00,IMPORT
3296,2022-05-18 08:00:00,1.70,0.00,0.00,0.00,0.00,0.00,IMPORT
3297,2022-05-18 09:00:00,0.24,0.00,0.00,0.00,0.00,0.00,IMPORT
3298,2022-05-18 10:00:00,3.44,0.00,0.00,0.00,0.00,0.00,IMPORT
3299,2022-05-18 11:00:00,0.95,0.00,0.00,0.00,0.00,0.00,IMPORT
3300,2022-05-18 12:00:00,0.00,0.27,0.00,0.00,0.00,0.00,EXPORT
3301,2022-05-18 13:00:00,0.00,0.11,0.00,2.00,0.00,1.40,EXPORT+ELY
3302,2022-05-18 14:00:00,0.00,0.01,0.00,0.00,0.00,1.40,RES
3303,2022-05-18 15:00:00,0.00,0.48,0.00,0.00,0.00,1.40,EXPORT
3304,2022-05-18 16:00:00,0.88,0.00,0.00,0.00,0.00,1.40,IMPORT
3305,2022-05-18 17:00:00,0.54,0.00,0.00,0.00,0.00,1.40,IMPORT
3306,2022-05-18 18:00:00,1.47,0.00,0.00,0.00,0.00,1.40,IMPORT
3307,2022-05-18 19:00:00,2.60,0.00,0.00,0.00,0.00,1.40,IMPORT
3308,2022-05-18 20:00:00,0.00,0.68,0.00,0.00,0.00,1.40,EXPORT
3309,2022-05-18 21:00:00,1.41,0.00,0.00,0.00,0.00,1.40,IMPORT
3310,2022-05-18 22:00:00,0.84,0.00,0.00,0.00,0.00,1.40,IMPORT
3311,2022-05-18 23:00:00,1.16,0.00,0.00,0.00,0.00,1.40,IMPORT
3312,2022-05-19 00:00:00,2.31,0.00,0.00,0.00,0.00,1.40,IMPORT
3313,2022-05-19 01:00:00,1.46,0.00,0.00,0.00,0.00,1.40,IMPORT
3314,2022-05-19 02:00:00,1.96,0.00,0.00,0.00,0.00,1.40,IMPORT
3315,2022-05-19 03:00:00,3.72,0.00,0.00,0.00,0.00,1.40,IMPORT
3316,2022-05-19 04:00:00,1.23,0.00,0.00,0.00,0.00,1.40,IMPORT
3317,2022-05-19 05:00:00,1.42,0.00,0.00,0.00,0.00,1.40,IMPORT
3318,2022-05-19 06:00:00,3.84,0.00,0.00,0.00,0.00,1.40,IMPORT
3319,2022-05-19 07:00:00,1.19,0.00,0.00,0.00,0.00,1.40,IMPORT
3320,2022-05-19 08:00:00,2.64,0.00,0.00,0.00,0.00,1.40,IMPORT
3321,2022-05-19 09:00:00,5.40,0.00,0.00,0.00,0.00,1.40,IMPORT
3322,2022-05-19 10:00:00,4.70,0.00,0.00,0.00,0.00,1.40,IMPORT
3323,2022-05-19 11:00:00,3.51,0.00,0.00,0.00,0.00,1.40,IMPORT
3324,2022-05-19 12:00:00,2.21,0.00,0.00,0.00,0.00,1.40,IMPORT
3325,2022-05-19 13:00:00,4.16,0.00,0.00,0.00,0.00,1.40,IMPORT
3326,2022-05-19 14:00:00,4.66,0.00,0.00,0.00,0.00,1.40,IMPORT
3327,2022-05-19 15:00:00,3.98,0.00,0.00,0.00,0.00,1.40,IMPORT
3328,2022-05-19 16:00:00,2.50,0.00,0.00,0.00,0.00,1.40,IMPORT
3329,2022-05-19 17:00:00,4.55,0.00,0.00,0.00,0.00,1.40,IMPORT
3330,2022-05-19 18:00:00,2.64,0.00,0.00,0.00,0.00,1.40,IMPORT
3331,2022-05-19 19:00:00,4.23,0.00,0.00,0.00,0.00,1.40,IMPORT
3332,2022-05-19 20:00:00,5.48,0.00,0.00,0.00,0.00,1.40,IMPORT
3333,2022-05-19 21:00:00,3.94,0.00,0.00,0.00,0.00,1.40,IMPORT
3334,2022-05-19 22:00:00,4.74,0.00,0.00,0.00,0.00,1.40,IMPORT
3335,2022-05-19 23:00:00,4.55,0.00,0.00,0.00,0.00,1.40,IMPORT
3336,2022-05-20 00:00:00,5.67,0.00,0.00,0.00,0.00,1.40,IMPORT
3337,2022-05-20 01:00:00,5.17,0.00,0.00,0.00,0.00,1.40,IMPORT
3338,2022-05-20 02:00:00,6.81,0.00,0.00,0.00,0.00,1.40,IMPORT
3339,2022-05-20 03:00:00,6.25,0.00,0.00,0.00,0.00,1.40,IMPORT
3340,2022-05-20 04:00:00,5.59,0.00,0.00,0.00,0.00,1.40,IMPORT
3341,2022-05-20 05:00:00,6.76,0.00,0.00,0.00,0.00,1.40,IMPORT
3342,2022-05-20 06:00:00,8.03,0.00,0.00,0.00,0.00,1.40,IMPORT
3343,2022-05-20 07:00:00,7.57,0.00,0.00,0.00,0.00,1.40,IMPORT
3344,2022-05-20 08:00:00,7.31,0.00,0.00,0.00,0.00,1.40,IMPORT
3345,2022-05-20 09:00:00,4.70,0.00,0.00,0.00,0.00,1.40,IMPORT
3346,2022-05-20 10:00:00,4.07,0.00,0.00,0.00,0.00,1.40,IMPORT
3347,2022-05-20 11:00:00,6.50,0.00,0.00,0.00,0.00,1.40,IMPORT
3348,2022-05-20 12:00:00,3.34,0.00,0.00,0.00,0.00,1.40,IMPORT
3349,2022-05-20 13:00:00,3.45,0.00,0.00,0.00,0.00,1.40,IMPORT
3350,2022-05-20 14:00:00,4.25,0.00,0.00,0.00,0.00,1.40,IMPORT
3351,2022-05-20 15:00:00,3.85,0.00,0.00,0.00,0.00,1.40,IMPORT
3352,2022-05-20 16:00:00,2.86,0.00,0.00,0.00,0.00,1.40,IMPORT
3353,2022-05-20 17:00:00,3.48,0.00,0.00,0.00,0.00,1.40,IMPORT
3354,2022-05-20 18:00:00,3.04,0.00,0.00,0.00,0.00,1.40,IMPORT
3355,2022-05-20 19:00:00,3.06,0.00,0.00,0.00,0.00,1.40,IMPORT
3356,2022-05-20 20:00:00,3.75,0.00,0.00,0.00,0.00,1.40,IMPORT
3357,2022-05-20 21:00:00,3.76,0.00,0.00,0.00,0.00,1.40,IMPORT
3358,2022-05-20 22:00:00,1.53,0.00,0.00,0.00,0.00,1.40,IMPORT
3359,2022-05-20 23:00:00,5.22,0.00,0.00,0.00,0.00,1.40,IMPORT
3360,2022-05-21 00:00:00,3.51,0.00,0.00,0.00,0.00,1.40,IMPORT
3361,2022-05-21 01:00:00,3.10,0.00,0.00,0.00,0.00,1.40,IMPORT
3362,2022-05-21 02:00:00,4.83,0.00,0.00,0.00,0.00,1.40,IMPORT
3363,2022-05-21 03:00:00,7.65,0.00,0.00,0.00,0.00,1.40,IMPORT
3364,2022-05-21 04:00:00,5.48,0.00,0.00,0.00,0.00,1.40,IMPORT
3365,2022-05-21 05:00:00,9.63,0.00,0.00,0.00,0.00,1.40,IMPORT
3366,2022-05-21 06:00:00,7.36,0.00,0.00,0.00,0.00,1.40,IMPORT
3367,2022-05-21 07:00:00,6.85,0.00,0.00,0.00,0.00,1.40,IMPORT
3368,2022-05-21 08:00:00,6.04,0.00,0.00,0.00,0.00,1.40,IMPORT
3369,2022-05-21 09:00:00,7.05,0.00,0.00,0.00,0.00,1.40,IMPORT
3370,2022-05-21 10:00:00,5.88,0.00,0.00,0.00,0.00,1.40,IMPORT
3371,2022-05-21 11:00:00,3.80,0.00,0.00,0.00,0.00,1.40,IMPORT
3372,2022-05-21 12:00:00,0.13,0.00,0.00,0.00,0.00,1.40,IMPORT
3373,2022-05-21 13:00:00,1.44,0.00,0.00,0.00,0.00,1.40,IMPORT
3374,2022-05-21 14:00:00,2.12,0.00,0.00,0.00,0.00,1.40,IMPORT
3375,2022-05-21 15:00:00,0.29,0.00,0.00,0.00,0.00,1.40,IMPORT
3376,2022-05-21 16:00:00,0.41,0.00,0.00,0.00,0.00,1.40,IMPORT
3377,2022-05-21 17:00:00,0.00,0.00,0.00,1.04,0.00,2.12,ELY
3378,2022-05-21 18:00:00,1.78,0.00,0.00,0.00,0.00,2.12,IMPORT
3379,2022-05-21 19:00:00,1.46,0.00,0.00,0.00,0.00,2.12,IMPORT
3380,2022-05-21 20:00:00,5.35,0.00,0.00,0.00,0.00,2.12,IMPORT
3381,2022-05-21 21:00:00,3.59,0.00,0.00,0.00,0.00,2.12,IMPORT
3382,2022-05-21 22:00:00,0.92,0.00,0.00,0.00,1.27,0.00,IMPORT+FC
3383,2022-05-21 23:00:00,1.13,0.00,0.00,0.00,0.00,0.00,IMPORT
3384,2022-05-22 00:00:00,2.20,0.00,0.00,0.00,0.00,0.00,IMPORT
3385,2022-05-22 01:00:00,4.41,0.00,0.00,0.00,0.00,0.00,IMPORT
3386,2022-05-22 02:00:00,5.76,0.00,0.00,0.00,0.00,0.00,IMPORT
3387,2022-05-22 03:00:00,6.89,0.00,0.00,0.00,0.00,0.00,IMPORT
3388,2022-05-22 04:00:00,6.25,0.00,0.00,0.00,0.00,0.00,IMPORT
3389,2022-05-22 05:00:00,7.27,0.00,0.00,0.00,0.00,0.00,IMPORT
3390,2022-05-22 06:00:00,7.87,0.00,0.00,0.00,0.00,0.00,IMPORT
3391,2022-05-22 07:00:00,9.07,0.00,0.00,0.00,0.00,0.00,IMPORT
3392,2022-05-22 08:00:00,5.82,0.00,0.00,0.00,0.00,0.00,IMPORT
3393,2022-05-22 09:00:00,5.33,0.00,0.00,0.00,0.00,0.00,IMPORT
3394,2022-05-22 10:00:00,4.60,0.00,0.00,0.00,0.00,0.00,IMPORT
3395,2022-05-22 11:00:00,3.76,0.00,0.00,0.00,0.00,0.00,IMPORT
3396,2022-05-22 12:00:00,1.30,0.00,0.00,0.00,0.00,0.00,IMPORT
3397,2022-05-22 13:00:00,2.02,0.00,0.00,0.00,0.00,0.00,IMPORT
3398,2022-05-22 14:00:00,3.00,0.00,0.00,0.00,0.00,0.00,IMPORT
3399,2022-05-22 15:00:00,2.40,0.00,0.00,0.00,0.00,0.00,IMPORT
3400,2022-05-22 16:00:00,0.00,0.86,0.00,0.00,0.00,0.00,EXPORT
3401,2022-05-22 17:00:00,2.35,0.00,0.00,0.00,0.00,0.00,IMPORT
3402,2022-05-22 18:00:00,2.78,0.00,0.00,0.00,0.00,0.00,IMPORT
3403,2022-05-22 19:00:00,2.14,0.00,0.00,0.00,0.00,0.00,IMPORT
3404,2022-05-22 20:00:00,3.26,0.00,0.00,0.00,0.00,0.00,IMPORT
3405,2022-05-22 21:00:00,4.28,0.00,0.00,0.00,0.00,0.00,IMPORT
3406,2022-05-22 22:00:00,1.22,0.00,0.00,0.00,0.00,0.00,IMPORT
3407,2022-05-22 23:00:00,2.11,0.00,0.00,0.00,0.00,0.00,IMPORT
3408,2022-05-23 00:00:00,3.47,0.00,0.00,0.00,0.00,0.00,IMPORT
3409,2022-05-23 01:00:00,3.23,0.00,0.00,0.00,0.00,0.00,IMPORT
3410,2022-05-23 02:00:00,6.66,0.00,0.00,0.00,0.00,0.00,IMPORT
3411,2022-05-23 03:00:00,7.10,0.00,0.00,0.00,0.00,0.00,IMPORT
3412,2022-05-23 04:00:00,5.47,0.00,0.00,0.00,0.00,0.00,IMPORT
3413,2022-05-23 05:00:00,5.83,0.00,0.00,0.00,0.00,0.00,IMPORT
3414,2022-05-23 06:00:00,5.84,0.00,0.00,0.00,0.00,0.00,IMPORT
3415,2022-05-23 07:00:00,7.75,0.00,0.00,0.00,0.00,0.00,IMPORT
3416,2022-05-23 08:00:00,5.87,0.00,0.00,0.00,0.00,0.00,IMPORT
3417,2022-05-23 09:00:00,4.79,0.00,0.00,0.00,0.00,0.00,IMPORT
3418,2022-05-23 10:00:00,6.45,0.00,0.00,0.00,0.00,0.00,IMPORT
3419,2022-05-23 11:00:00,2.77,0.00,0.00,0.00,0.00,0.00,IMPORT
3420,2022-05-23 12:00:00,2.31,0.00,0.00,0.00,0.00,0.00,IMPORT
3421,2022-05-23 13:00:00,4.79,0.00,0.00,0.00,0.00,0.00,IMPORT
3422,2022-05-23 14:00:00,3.65,0.00,0.00,0.00,0.00,0.00,IMPORT
3423,2022-05-23 15:00:00,1.33,0.00,0.00,0.00,0.00,0.00,IMPORT
3424,2022-05-23 16:00:00,0.00,1.52,0.00,0.00,0.00,0.00,EXPORT
3425,2022-05-23 17:00:00,2.11,0.00,0.00,0.00,0.00,0.00,IMPORT
3426,2022-05-23 18:00:00,2.17,0.00,0.00,0.00,0.00,0.00,IMPORT
3427,2022-05-23 19:00:00,3.33,0.00,0.00,0.00,0.00,0.00,IMPORT
3428,2022-05-23 20:00:00,4.20,0.00,0.00,0.00,0.00,0.00,IMPORT
3429,2022-05-23 21:00:00,2.36,0.00,0.00,0.00,0.00,0.00,IMPORT
3430,2022-05-23 22:00:00,2.96,0.00,0.00,0.00,0.00,0.00,IMPORT
3431,2022-05-23 23:00:00,2.58,0.00,0.00,0.00,0.00,0.00,IMPORT
3432,2022-05-24 00:00:00,3.56,0.00,0.00,0.00,0.00,0.00,IMPORT
3433,2022-05-24 01:00:00,3.60,0.00,0.00,0.00,0.00,0.00,IMPORT
3434,2022-05-24 02:00:00,6.55,0.00,0.00,0.00,0.00,0.00,IMPORT
3435,2022-05-24 03:00:00,6.32,0.00,0.00,0.00,0.00,0.00,IMPORT
3436,2022-05-24 04:00:00,4.30,0.00,0.00,0.00,0.00,0.00,IMPORT
3437,2022-05-24 05:00:00,4.83,0.00,0.00,0.00,0.00,0.00,IMPORT
3438,2022-05-24 06:00:00,4.45,0.00,0.00,0.00,0.00,0.00,IMPORT
3439,2022-05-24 07:00:00,8.40,0.00,0.00,0.00,0.00,0.00,IMPORT
